,Id,path,action,object,Self-reported fluency level ,First Language spoken,Current language used for work/school,speakerId,gender,ageRange,mfccs
6275,6275,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/48558e60-4480-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-18.512663
6276,6276,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/4a5bbea0-4480-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-22.181057
6277,6277,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/4c320540-4480-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-19.71707
6278,6278,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/4e226390-4480-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-22.20284
6279,6279,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/52019990-4480-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-22.209227
6280,6280,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/53d76b00-4480-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-21.063887
6281,6281,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/55b63d20-4480-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-20.996887
6282,6282,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/57bdccf0-4480-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-21.262514
6283,6283,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/5a6f7f70-4480-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-18.613327
6284,6284,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/5d1c28e0-4480-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-17.914253
6285,6285,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/60cfe210-4480-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-15.624208
6286,6286,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/64b50b80-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-18.753563
6287,6287,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/6945b730-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-20.496613
6288,6288,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/6b71bef0-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-19.000261
6289,6289,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/6dabf780-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-22.837496
6290,6290,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/6f826530-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-24.98932
6291,6291,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/71bff920-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-24.577085
6292,6292,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/7395ca90-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-21.52679
6293,6293,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/75d3aca0-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-24.68844
6294,6294,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/77b3de50-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-21.693577
6295,6295,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/79919f00-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-19.764898
6296,6296,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/7b31e180-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-20.291128
6297,6297,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/7ccf8bf0-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-31.405216
6298,6298,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/7e90c3f0-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-20.42698
6299,6299,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/80873cc0-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-23.6912
6300,6300,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/8299c910-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-18.779175
6301,6301,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/852b2250-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-20.890244
6302,6302,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/88f87e00-4480-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-18.355413
6303,6303,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/8ae95180-4480-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-17.62922
6304,6304,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/8cfec400-4480-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-18.382854
6305,6305,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/8ee78130-4480-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-23.792992
6306,6306,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/9082e1b0-4480-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-20.239273
6307,6307,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/924a5b40-4480-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-23.723671
6308,6308,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/d3999070-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-21.007442
6309,6309,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/d6dea950-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-20.507748
6310,6310,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/d8d5be60-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-19.158604
6311,6311,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/db3f1d40-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-20.260159
6312,6312,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/dd8d5300-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-19.377516
6313,6313,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/df93f870-4480-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-17.820415
6314,6314,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/24df8890-4481-11e9-a9a5-5dbec3b8816a.wav,activate,music,3,1,2,73,1,1,-22.654709
6315,6315,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/26c0f2c0-4481-11e9-a9a5-5dbec3b8816a.wav,activate,music,3,1,2,73,1,1,-23.137032
6316,6316,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/560f1610-4481-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-20.669958
6317,6317,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/58121200-4481-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-18.188402
6318,6318,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/5a007480-4481-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-19.618734
6319,6319,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/5be11b60-4481-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-20.734995
6320,6320,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/5dff4070-4481-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-19.50299
6321,6321,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/6032e950-4481-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-21.000475
6322,6322,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/62677c90-4481-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-18.264336
6323,6323,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/6645ef40-4481-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-18.291359
6324,6324,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/68275970-4481-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-19.239765
6325,6325,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/9c2c9c30-4481-11e9-a9a5-5dbec3b8816a.wav,deactivate,lights,3,1,2,73,1,1,-22.47935
6326,6326,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/9e0294b0-4481-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-21.542366
6327,6327,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/a18db740-4481-11e9-a9a5-5dbec3b8816a.wav,activate,music,3,1,2,73,1,1,-23.289927
6328,6328,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/a33e4d70-4481-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-21.11508
6329,6329,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/aa842e10-4481-11e9-a9a5-5dbec3b8816a.wav,deactivate,lights,3,1,2,73,1,1,-19.766754
6330,6330,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/ac788400-4481-11e9-a9a5-5dbec3b8816a.wav,deactivate,lights,3,1,2,73,1,1,-21.213354
6331,6331,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/ae385c70-4481-11e9-a9a5-5dbec3b8816a.wav,deactivate,lights,3,1,2,73,1,1,-23.102076
6332,6332,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/afda73b0-4481-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-22.901745
6333,6333,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/b1a71d60-4481-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-20.922865
6334,6334,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/b3746350-4481-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-20.1432
6335,6335,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/b57849a0-4481-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-19.99403
6336,6336,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/b7617c00-4481-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-19.910198
6337,6337,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/b95de840-4481-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-18.021181
6338,6338,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/bb877f00-4481-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-19.96885
6339,6339,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/bdd9fa80-4481-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-20.469545
6340,6340,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/bfc01fa0-4481-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-18.930872
6341,6341,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/c1a421e0-4481-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-20.422735
6342,6342,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/c36dbe50-4481-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-20.666557
6343,6343,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/c57bb6c0-4481-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-21.175755
6344,6344,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/c77256a0-4481-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-20.255335
6345,6345,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/c95c7360-4481-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-21.95907
6346,6346,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/cc25a580-4481-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-19.853678
6347,6347,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/d18ed6e0-4481-11e9-a9a5-5dbec3b8816a.wav,activate,music,3,1,2,73,1,1,-21.411272
6348,6348,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/d3ca6f00-4481-11e9-a9a5-5dbec3b8816a.wav,activate,music,3,1,2,73,1,1,-20.925371
6349,6349,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/d58872b0-4481-11e9-a9a5-5dbec3b8816a.wav,activate,music,3,1,2,73,1,1,-19.64946
6350,6350,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/d7528450-4481-11e9-a9a5-5dbec3b8816a.wav,activate,music,3,1,2,73,1,1,-21.928684
6351,6351,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/2f820c40-4482-11e9-a9a5-5dbec3b8816a.wav,deactivate,lights,3,1,2,73,1,1,-19.045998
6352,6352,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/54c45120-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-19.983248
6353,6353,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/58b895c0-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-23.40405
6354,6354,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/5a9481b0-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-21.300556
6355,6355,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/5c645fb0-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-23.533308
6356,6356,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/5e65fc10-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-21.889006
6357,6357,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/6054d3c0-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-22.848335
6358,6358,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/6250cad0-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-20.968344
6359,6359,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/6466b280-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-20.391499
6360,6360,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/665981d0-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-21.550564
6361,6361,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/68599790-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-21.26757
6362,6362,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/6a721750-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-23.462782
6363,6363,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/6c9ee260-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-21.479172
6364,6364,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/6ea2efc0-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-27.1786
6365,6365,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/708fa490-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-21.493536
6366,6366,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/72818980-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-21.015532
6367,6367,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/74896770-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-20.919954
6368,6368,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/79d54cd0-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-17.644936
6369,6369,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/7db0b240-4482-11e9-a9a5-5dbec3b8816a.wav,increase,volume,3,1,2,73,1,1,-16.17377
6370,6370,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/7fc365a0-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-20.55586
6371,6371,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/81b809b0-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-20.259611
6372,6372,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/83bb53c0-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-20.188423
6373,6373,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/85d64480-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-18.679302
6374,6374,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/87f7ec00-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-18.662777
6375,6375,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/8a032550-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-22.071545
6376,6376,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/8beeefc0-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-23.650583
6377,6377,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/8dd45190-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-29.015112
6378,6378,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/8fd79ba0-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-22.603455
6379,6379,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/91c736a0-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-22.012482
6380,6380,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/93bd3a40-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-21.261059
6381,6381,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/95a6bac0-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-18.961626
6382,6382,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/97820a70-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-22.273182
6383,6383,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/99442cd0-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-20.73139
6384,6384,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/9b1ce470-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-20.89548
6385,6385,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/9d3eda10-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-22.910856
6386,6386,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/9f483ea0-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-18.215096
6387,6387,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/a173aa20-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,volume,3,1,2,73,1,1,-14.360102
6388,6388,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/a386f9c0-4482-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-20.04572
6389,6389,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/a7608a70-4482-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-17.14135
6390,6390,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/aa18cca0-4482-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-16.220179
6391,6391,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/ac298430-4482-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-22.622833
6392,6392,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/ade14650-4482-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-23.411318
6393,6393,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/af7c7fc0-4482-11e9-a9a5-5dbec3b8816a.wav,increase,heat,3,1,2,73,1,1,-22.697662
6394,6394,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/ee9f10f0-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-20.854923
6395,6395,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/f0704e80-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-21.959726
6396,6396,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/f20df8f0-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-21.2072
6397,6397,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/f4340d40-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-20.412697
6398,6398,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/f61158c0-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-20.121275
6399,6399,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/f928f900-4482-11e9-a9a5-5dbec3b8816a.wav,decrease,heat,3,1,2,73,1,1,-18.215961
6400,6400,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/442b3e40-4483-11e9-a9a5-5dbec3b8816a.wav,activate,music,3,1,2,73,1,1,-20.600561
6401,6401,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/464bd450-4483-11e9-a9a5-5dbec3b8816a.wav,activate,music,3,1,2,73,1,1,-19.844198
6402,6402,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/791fc300-4483-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-20.410168
6403,6403,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/7b36e330-4483-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-20.393461
6404,6404,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/7d583c90-4483-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-20.52182
6405,6405,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/7f50d840-4483-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-20.013819
6406,6406,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/8154be90-4483-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-27.819138
6407,6407,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/8363ef80-4483-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-19.977083
6408,6408,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/85980d90-4483-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-19.577099
6409,6409,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/89a0eba0-4483-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-20.100128
6410,6410,dsl_data/audio/speakers/ro5AaKwypZIqNEp2/8bc24500-4483-11e9-a9a5-5dbec3b8816a.wav,change language,none,3,1,2,73,1,1,-20.76369
6411,6411,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/d18d97c0-4518-11e9-9035-7943ec3b842a.wav,increase,heat,3,1,2,74,0,0,-16.711433
6412,6412,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/e65fa3f0-4518-11e9-9035-7943ec3b842a.wav,decrease,heat,3,1,2,74,0,0,-15.555273
6413,6413,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/f3fe4610-4518-11e9-9035-7943ec3b842a.wav,activate,music,3,1,2,74,0,0,-19.55689
6414,6414,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/fad25210-4518-11e9-9035-7943ec3b842a.wav,activate,music,3,1,2,74,0,0,-17.620241
6415,6415,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/034df390-4519-11e9-9035-7943ec3b842a.wav,activate,music,3,1,2,74,0,0,-19.964323
6416,6416,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/b23eed20-451c-11e9-9035-7943ec3b842a.wav,increase,volume,3,1,2,74,0,0,-14.609182
6417,6417,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/b6c44e30-451c-11e9-9035-7943ec3b842a.wav,increase,volume,3,1,2,74,0,0,-18.680927
6418,6418,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/c0f91160-451c-11e9-9035-7943ec3b842a.wav,increase,volume,3,1,2,74,0,0,-17.648554
6419,6419,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/c8b1ff20-451c-11e9-9035-7943ec3b842a.wav,increase,volume,3,1,2,74,0,0,-19.534409
6420,6420,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/cd85f560-451c-11e9-9035-7943ec3b842a.wav,increase,volume,3,1,2,74,0,0,-14.214722
6421,6421,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/19c96d30-451d-11e9-9035-7943ec3b842a.wav,increase,volume,3,1,2,74,0,0,-14.744677
6422,6422,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/1d00f180-451d-11e9-9035-7943ec3b842a.wav,increase,volume,3,1,2,74,0,0,-15.33271
6423,6423,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/22a99ce0-451d-11e9-9035-7943ec3b842a.wav,increase,volume,3,1,2,74,0,0,-17.344025
6424,6424,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/28d11530-451d-11e9-9035-7943ec3b842a.wav,increase,volume,3,1,2,74,0,0,-16.934414
6425,6425,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/2bf73460-451d-11e9-9035-7943ec3b842a.wav,increase,volume,3,1,2,74,0,0,-17.836178
6426,6426,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/2ec5e4c0-451d-11e9-9035-7943ec3b842a.wav,increase,volume,3,1,2,74,0,0,-15.077272
6427,6427,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/31c987d0-451d-11e9-9035-7943ec3b842a.wav,increase,volume,3,1,2,74,0,0,-16.432903
6428,6428,dsl_data/audio/speakers/roOVZm7kYzS5d4q3/376e62a0-451d-11e9-9035-7943ec3b842a.wav,increase,volume,3,1,2,74,0,0,-16.057463
